CMDLINE /Users/Q642074/miniconda3/envs/qiro/bin/python time_test_run.py
MEM 414.750000 1701179292.6407
MEM 414.750000 1701179292.7485
MEM 414.750000 1701179292.8563
MEM 414.750000 1701179292.9642
MEM 414.750000 1701179293.0722
MEM 414.750000 1701179293.1800
MEM 414.750000 1701179293.2879
MEM 414.750000 1701179293.3956
MEM 414.796875 1701179293.5034
MEM 414.796875 1701179293.6112
MEM 414.796875 1701179293.7189
MEM 414.796875 1701179293.8268
MEM 414.796875 1701179293.9346
MEM 414.796875 1701179294.0424
MEM 414.796875 1701179294.1502
MEM 414.796875 1701179294.2580
MEM 414.796875 1701179294.3644
MEM 414.796875 1701179294.4721
MEM 418.703125 1701179294.5798
MEM 417.718750 1701179294.6877
MEM 417.718750 1701179294.7955
MEM 417.718750 1701179294.9009
MEM 417.718750 1701179295.0086
MEM 416.734375 1701179295.1168
MEM 416.734375 1701179295.2246
MEM 416.734375 1701179295.3324
MEM 416.734375 1701179295.4367
MEM 416.734375 1701179295.5445
MEM 417.093750 1701179295.6523
MEM 417.390625 1701179295.7602
MEM 417.406250 1701179295.8680
MEM 416.406250 1701179295.9758
MEM 416.406250 1701179296.0835
MEM 416.406250 1701179296.1913
MEM 416.406250 1701179296.2991
MEM 416.406250 1701179296.4073
MEM 416.406250 1701179296.5151
MEM 416.406250 1701179296.6228
MEM 416.406250 1701179296.7304
MEM 416.406250 1701179296.8383
MEM 416.406250 1701179296.9460
MEM 416.406250 1701179297.0537
MEM 416.406250 1701179297.1614
MEM 416.406250 1701179297.2692
MEM 416.406250 1701179297.3770
MEM 416.406250 1701179297.4847
MEM 416.406250 1701179297.5924
MEM 416.406250 1701179297.7001
MEM 416.406250 1701179297.8078
MEM 416.406250 1701179297.9155
MEM 416.406250 1701179298.0233
MEM 416.406250 1701179298.1311
MEM 416.406250 1701179298.2387
MEM 416.406250 1701179298.3466
MEM 416.406250 1701179298.4544
MEM 416.406250 1701179298.5622
MEM 416.406250 1701179298.6700
MEM 416.406250 1701179298.7778
MEM 417.140625 1701179298.8857
MEM 417.281250 1701179298.9939
MEM 417.281250 1701179299.1018
MEM 417.281250 1701179299.2095
MEM 417.281250 1701179299.3173
MEM 417.281250 1701179299.4251
MEM 417.281250 1701179299.5328
MEM 417.281250 1701179299.6405
MEM 417.281250 1701179299.7482
MEM 417.281250 1701179299.8560
MEM 417.281250 1701179299.9638
MEM 417.281250 1701179300.0716
MEM 417.281250 1701179300.1796
MEM 417.281250 1701179300.2876
MEM 417.281250 1701179300.3954
MEM 417.281250 1701179300.5008
MEM 417.281250 1701179300.6084
MEM 417.281250 1701179300.7164
MEM 417.281250 1701179300.8243
MEM 417.281250 1701179300.9320
MEM 417.281250 1701179301.0398
MEM 417.281250 1701179301.1476
MEM 417.281250 1701179301.2554
MEM 417.281250 1701179301.3632
MEM 417.281250 1701179301.4710
MEM 417.281250 1701179301.5788
MEM 417.281250 1701179301.6865
MEM 417.281250 1701179301.7942
MEM 417.281250 1701179301.9020
MEM 417.281250 1701179302.0097
MEM 417.281250 1701179302.1175
MEM 417.281250 1701179302.2254
MEM 417.281250 1701179302.3331
MEM 417.281250 1701179302.4408
MEM 417.281250 1701179302.5485
MEM 417.281250 1701179302.6562
MEM 417.281250 1701179302.7639
MEM 417.281250 1701179302.8717
MEM 417.281250 1701179302.9794
MEM 417.281250 1701179303.0872
MEM 417.281250 1701179303.1950
MEM 417.281250 1701179303.3028
MEM 417.281250 1701179303.4104
MEM 417.281250 1701179303.5199
MEM 417.281250 1701179303.6276
MEM 417.281250 1701179303.7353
MEM 417.281250 1701179303.8410
MEM 417.281250 1701179303.9488
MEM 417.281250 1701179304.0567
MEM 417.281250 1701179304.1645
MEM 417.281250 1701179304.2723
MEM 417.281250 1701179304.3761
MEM 417.281250 1701179304.4838
MEM 417.281250 1701179304.5888
MEM 417.281250 1701179304.6964
MEM 417.281250 1701179304.8042
MEM 417.281250 1701179304.9119
MEM 417.281250 1701179305.0196
MEM 417.281250 1701179305.1277
MEM 417.281250 1701179305.2354
MEM 417.281250 1701179305.3431
MEM 417.281250 1701179305.4507
MEM 417.281250 1701179305.5583
MEM 419.640625 1701179305.6660
MEM 419.656250 1701179305.7736
MEM 419.656250 1701179305.8813
MEM 418.656250 1701179305.9890
MEM 417.656250 1701179306.0968
MEM 417.656250 1701179306.2044
MEM 417.656250 1701179306.3122
MEM 417.656250 1701179306.4170
MEM 417.656250 1701179306.5246
MEM 417.656250 1701179306.6323
MEM 417.656250 1701179306.7399
MEM 417.656250 1701179306.8475
MEM 417.656250 1701179306.9554
MEM 417.656250 1701179307.0635
MEM 417.656250 1701179307.1712
MEM 417.656250 1701179307.2789
MEM 417.656250 1701179307.3834
MEM 417.656250 1701179307.4911
MEM 417.656250 1701179307.5987
MEM 417.671875 1701179307.7063
MEM 417.671875 1701179307.8141
MEM 417.671875 1701179307.9194
MEM 417.671875 1701179308.0272
MEM 417.671875 1701179308.1349
MEM 417.671875 1701179308.2402
MEM 417.671875 1701179308.3479
MEM 417.671875 1701179308.4555
MEM 417.671875 1701179308.5631
MEM 417.671875 1701179308.6706
MEM 417.671875 1701179308.7782
MEM 417.671875 1701179308.8858
MEM 417.671875 1701179308.9895
MEM 417.671875 1701179309.0926
MEM 417.671875 1701179309.2003
MEM 417.671875 1701179309.3080
MEM 417.671875 1701179309.4157
MEM 417.671875 1701179309.5233
MEM 417.703125 1701179309.6309
MEM 417.703125 1701179309.7353
MEM 417.703125 1701179309.8393
MEM 417.703125 1701179309.9469
MEM 417.703125 1701179310.0545
MEM 417.703125 1701179310.1622
MEM 417.703125 1701179310.2701
MEM 417.703125 1701179310.3778
MEM 417.703125 1701179310.4855
MEM 417.703125 1701179310.5931
MEM 417.703125 1701179310.7007
MEM 417.703125 1701179310.8084
MEM 417.703125 1701179310.9161
MEM 417.703125 1701179311.0238
MEM 417.703125 1701179311.1314
MEM 417.703125 1701179311.2391
MEM 417.703125 1701179311.3469
MEM 417.703125 1701179311.4545
MEM 417.703125 1701179311.5622
MEM 416.703125 1701179311.6697
MEM 416.703125 1701179311.7777
MEM 416.703125 1701179311.8820
MEM 416.703125 1701179311.9896
MEM 416.703125 1701179312.0973
MEM 416.703125 1701179312.2049
MEM 416.703125 1701179312.3126
MEM 416.703125 1701179312.4201
MEM 416.703125 1701179312.5280
MEM 416.703125 1701179312.6358
MEM 416.703125 1701179312.7434
MEM 416.703125 1701179312.8491
MEM 416.703125 1701179312.9539
MEM 416.703125 1701179313.0616
MEM 416.703125 1701179313.1692
MEM 416.703125 1701179313.2767
MEM 416.703125 1701179313.3843
MEM 416.703125 1701179313.4919
MEM 416.703125 1701179313.5994
MEM 416.703125 1701179313.7075
MEM 416.703125 1701179313.8127
MEM 416.703125 1701179313.9202
MEM 416.703125 1701179314.0278
MEM 416.703125 1701179314.1355
MEM 416.703125 1701179314.2431
MEM 416.703125 1701179314.3507
MEM 416.703125 1701179314.4582
MEM 416.703125 1701179314.5659
MEM 416.703125 1701179314.6735
MEM 416.703125 1701179314.7811
MEM 416.703125 1701179314.8886
MEM 416.703125 1701179314.9962
MEM 416.703125 1701179315.1038
MEM 416.703125 1701179315.2113
MEM 416.703125 1701179315.3191
MEM 416.703125 1701179315.4268
MEM 416.703125 1701179315.5344
MEM 416.703125 1701179315.6393
MEM 416.703125 1701179315.7469
MEM 416.703125 1701179315.8544
MEM 416.703125 1701179315.9621
MEM 416.703125 1701179316.0697
MEM 416.703125 1701179316.1772
MEM 416.703125 1701179316.2847
MEM 416.703125 1701179316.3923
MEM 416.703125 1701179316.4999
MEM 416.703125 1701179316.6075
MEM 416.703125 1701179316.7154
MEM 416.703125 1701179316.8207
MEM 416.703125 1701179316.9283
MEM 416.703125 1701179317.0359
MEM 416.703125 1701179317.1435
MEM 416.703125 1701179317.2510
MEM 416.703125 1701179317.3586
MEM 416.703125 1701179317.4662
MEM 416.703125 1701179317.5738
MEM 416.703125 1701179317.6813
MEM 416.703125 1701179317.7889
MEM 416.703125 1701179317.8964
MEM 416.703125 1701179317.9993
MEM 416.703125 1701179318.1068
MEM 416.703125 1701179318.2144
MEM 416.703125 1701179318.3220
MEM 416.703125 1701179318.4296
MEM 416.703125 1701179318.5372
MEM 416.703125 1701179318.6447
MEM 416.703125 1701179318.7522
MEM 416.703125 1701179318.8597
MEM 416.703125 1701179318.9673
MEM 416.703125 1701179319.0712
MEM 416.703125 1701179319.1789
MEM 416.703125 1701179319.2864
MEM 416.703125 1701179319.3939
MEM 416.703125 1701179319.5014
MEM 416.703125 1701179319.6089
MEM 416.703125 1701179319.7164
MEM 416.703125 1701179319.8239
MEM 416.703125 1701179319.9315
MEM 416.703125 1701179320.0391
MEM 416.703125 1701179320.1467
MEM 416.765625 1701179320.2545
MEM 416.765625 1701179320.3621
MEM 416.765625 1701179320.4697
MEM 416.765625 1701179320.5773
MEM 416.765625 1701179320.6851
MEM 416.765625 1701179320.7888
MEM 416.765625 1701179320.8940
MEM 416.765625 1701179321.0022
MEM 416.765625 1701179321.1099
MEM 416.765625 1701179321.2177
MEM 416.765625 1701179321.3254
MEM 416.765625 1701179321.4331
MEM 416.765625 1701179321.5407
MEM 416.765625 1701179321.6483
MEM 416.765625 1701179321.7560
MEM 416.765625 1701179321.8636
MEM 416.765625 1701179321.9714
MEM 416.765625 1701179322.0791
MEM 416.765625 1701179322.1867
MEM 416.765625 1701179322.2945
MEM 416.765625 1701179322.4022
MEM 416.765625 1701179322.5097
MEM 416.765625 1701179322.6173
MEM 416.765625 1701179322.7248
MEM 416.765625 1701179322.8325
MEM 416.765625 1701179322.9401
MEM 416.765625 1701179323.0480
MEM 416.765625 1701179323.1557
MEM 416.765625 1701179323.2633
MEM 416.765625 1701179323.3710
MEM 416.765625 1701179323.4785
MEM 416.765625 1701179323.5861
MEM 415.765625 1701179323.6938
MEM 415.765625 1701179323.8018
MEM 415.765625 1701179323.9083
MEM 415.765625 1701179324.0159
MEM 415.765625 1701179324.1234
MEM 415.765625 1701179324.2310
MEM 415.765625 1701179324.3339
MEM 415.765625 1701179324.4419
MEM 415.765625 1701179324.5459
MEM 415.765625 1701179324.6536
MEM 415.765625 1701179324.7611
MEM 415.765625 1701179324.8688
MEM 416.109375 1701179324.9764
MEM 416.109375 1701179325.0840
MEM 416.109375 1701179325.1916
MEM 416.109375 1701179325.2993
MEM 416.109375 1701179325.4069
MEM 416.109375 1701179325.5145
MEM 416.109375 1701179325.6221
MEM 416.109375 1701179325.7272
MEM 416.109375 1701179325.8351
MEM 416.109375 1701179325.9429
MEM 416.109375 1701179326.0506
MEM 416.109375 1701179326.1582
MEM 416.109375 1701179326.2658
MEM 416.109375 1701179326.3733
MEM 416.109375 1701179326.4809
MEM 416.109375 1701179326.5884
MEM 416.125000 1701179326.6961
MEM 416.125000 1701179326.8037
MEM 416.140625 1701179326.9112
MEM 416.140625 1701179327.0188
MEM 416.140625 1701179327.1264
MEM 416.140625 1701179327.2339
MEM 416.140625 1701179327.3415
MEM 416.140625 1701179327.4490
MEM 416.140625 1701179327.5566
MEM 416.140625 1701179327.6644
MEM 416.140625 1701179327.7719
MEM 416.140625 1701179327.8796
MEM 416.140625 1701179327.9872
MEM 416.140625 1701179328.0948
MEM 416.140625 1701179328.2024
MEM 416.140625 1701179328.3100
MEM 416.140625 1701179328.4176
MEM 416.140625 1701179328.5253
MEM 416.140625 1701179328.6311
MEM 416.140625 1701179328.7379
MEM 415.453125 1701179328.8458
MEM 414.343750 1701179328.9539
MEM 414.312500 1701179329.0621
MEM 414.765625 1701179329.1673
MEM 414.765625 1701179329.2714
MEM 414.765625 1701179329.3791
MEM 414.640625 1701179329.4869
MEM 414.640625 1701179329.5947
MEM 414.640625 1701179329.7023
MEM 414.796875 1701179329.8099
MEM 414.796875 1701179329.9175
MEM 414.796875 1701179330.0252
MEM 414.796875 1701179330.1333
MEM 414.796875 1701179330.2411
MEM 414.796875 1701179330.3486
MEM 414.796875 1701179330.4565
MEM 414.796875 1701179330.5594
MEM 414.796875 1701179330.6670
MEM 414.796875 1701179330.7747
MEM 414.812500 1701179330.8824
MEM 414.812500 1701179330.9900
MEM 414.812500 1701179331.0977
MEM 414.812500 1701179331.2054
MEM 414.812500 1701179331.3130
MEM 414.812500 1701179331.4207
MEM 414.812500 1701179331.5283
MEM 414.812500 1701179331.6359
MEM 414.812500 1701179331.7436
MEM 414.812500 1701179331.8511
MEM 414.812500 1701179331.9588
MEM 414.812500 1701179332.0664
MEM 414.812500 1701179332.1740
MEM 414.812500 1701179332.2816
MEM 414.812500 1701179332.3892
MEM 414.843750 1701179332.4969
MEM 414.843750 1701179332.6047
MEM 414.843750 1701179332.7115
MEM 414.843750 1701179332.8153
MEM 414.843750 1701179332.9231
MEM 414.843750 1701179333.0308
MEM 414.843750 1701179333.1353
MEM 414.843750 1701179333.2429
MEM 414.843750 1701179333.3506
MEM 414.843750 1701179333.4582
MEM 414.843750 1701179333.5658
MEM 414.843750 1701179333.6733
MEM 414.843750 1701179333.7809
MEM 414.843750 1701179333.8885
MEM 414.843750 1701179333.9964
MEM 414.843750 1701179334.1042
MEM 414.843750 1701179334.2121
MEM 414.843750 1701179334.3199
MEM 414.843750 1701179334.4279
MEM 414.843750 1701179334.5355
MEM 414.843750 1701179334.6431
MEM 414.843750 1701179334.7513
MEM 414.843750 1701179334.8589
MEM 414.843750 1701179334.9666
MEM 414.843750 1701179335.0700
MEM 414.843750 1701179335.1778
MEM 414.843750 1701179335.2856
MEM 414.843750 1701179335.3932
MEM 414.843750 1701179335.4997
MEM 414.843750 1701179335.6043
MEM 414.843750 1701179335.7089
MEM 414.843750 1701179335.8169
MEM 414.843750 1701179335.9201
MEM 414.843750 1701179336.0278
MEM 414.843750 1701179336.1331
MEM 414.843750 1701179336.2407
MEM 414.843750 1701179336.3470
MEM 413.843750 1701179336.4548
MEM 413.843750 1701179336.5624
MEM 413.843750 1701179336.6700
MEM 412.843750 1701179336.7776
MEM 412.843750 1701179336.8852
MEM 412.843750 1701179336.9929
MEM 412.843750 1701179337.1005
MEM 412.843750 1701179337.2081
MEM 413.093750 1701179337.3157
MEM 413.093750 1701179337.4206
MEM 413.093750 1701179337.5282
MEM 413.093750 1701179337.6360
MEM 413.093750 1701179337.7437
MEM 413.093750 1701179337.8513
MEM 413.093750 1701179337.9589
MEM 411.812500 1701179338.0668
MEM 411.609375 1701179338.1745
MEM 411.609375 1701179338.2795
MEM 412.546875 1701179338.3873
MEM 412.546875 1701179338.4927
MEM 412.546875 1701179338.6002
MEM 412.546875 1701179338.7077
MEM 412.593750 1701179338.8156
MEM 412.593750 1701179338.9234
MEM 412.781250 1701179339.0286
MEM 412.781250 1701179339.1361
MEM 412.875000 1701179339.2438
MEM 412.734375 1701179339.3515
MEM 412.703125 1701179339.4591
MEM 412.687500 1701179339.5668
MEM 412.062500 1701179339.6772
MEM 408.015625 1701179339.7850
MEM 408.078125 1701179339.8899
MEM 408.078125 1701179339.9976
MEM 408.109375 1701179340.1006
MEM 408.109375 1701179340.2062
MEM 408.109375 1701179340.3108
MEM 408.109375 1701179340.4144
MEM 406.593750 1701179340.5207
MEM 406.078125 1701179340.6287
MEM 405.171875 1701179340.7379
MEM 405.078125 1701179340.8462
MEM 349.906250 1701179340.9551
MEM 338.328125 1701179341.0581
MEM 338.281250 1701179341.1659
MEM 382.734375 1701179341.2741
MEM 399.437500 1701179341.3821
MEM 400.734375 1701179341.4904
MEM 403.031250 1701179341.5983
MEM 405.062500 1701179341.7019
MEM 405.156250 1701179341.8113
MEM 405.171875 1701179341.9209
MEM 405.171875 1701179342.0265
MEM 402.765625 1701179342.1324
MEM 399.031250 1701179342.2419
MEM 398.890625 1701179342.3503
MEM 399.609375 1701179342.4584
MEM 399.078125 1701179342.5680
MEM 398.656250 1701179342.6824
MEM 398.765625 1701179342.7906
MEM 398.906250 1701179342.8987
MEM 399.421875 1701179343.0363
MEM 399.421875 1701179343.1409
MEM 399.421875 1701179343.2494
MEM 399.437500 1701179343.3581
MEM 398.453125 1701179343.4665
MEM 398.453125 1701179343.5746
MEM 398.312500 1701179343.6786
MEM 399.078125 1701179343.7867
MEM 398.984375 1701179343.8946
MEM 398.921875 1701179344.0010
MEM 399.250000 1701179344.1092
MEM 399.250000 1701179344.2174
MEM 399.250000 1701179344.3254
MEM 399.250000 1701179344.4335
MEM 398.734375 1701179344.5407
MEM 398.375000 1701179344.6488
MEM 398.937500 1701179344.7569
MEM 398.937500 1701179344.8652
MEM 399.234375 1701179344.9733
MEM 399.468750 1701179345.0812
MEM 399.468750 1701179345.1895
MEM 399.390625 1701179345.2968
MEM 399.843750 1701179345.4023
MEM 399.781250 1701179345.5076
MEM 399.750000 1701179345.6137
MEM 402.187500 1701179345.7175
MEM 400.750000 1701179345.8255
MEM 400.890625 1701179345.9336
MEM 400.296875 1701179346.0417
MEM 400.296875 1701179346.1502
MEM 400.296875 1701179346.2585
MEM 400.296875 1701179346.3668
MEM 400.296875 1701179346.4750
MEM 399.406250 1701179346.5795
MEM 400.125000 1701179346.6876
MEM 400.125000 1701179346.7958
MEM 397.078125 1701179346.9045
MEM 398.640625 1701179347.0128
MEM 398.640625 1701179347.1209
MEM 398.640625 1701179347.2289
MEM 398.640625 1701179347.3362
MEM 398.640625 1701179347.4397
MEM 398.500000 1701179347.5478
MEM 398.906250 1701179347.6560
MEM 398.906250 1701179347.7597
MEM 398.906250 1701179347.8668
MEM 398.906250 1701179347.9752
MEM 398.906250 1701179348.0826
MEM 398.187500 1701179348.1907
MEM 398.187500 1701179348.2984
MEM 398.359375 1701179348.4058
MEM 397.984375 1701179348.5126
MEM 398.000000 1701179348.6207
MEM 398.015625 1701179348.7244
MEM 398.015625 1701179348.8316
MEM 398.015625 1701179348.9396
MEM 398.656250 1701179349.0464
MEM 398.656250 1701179349.1506
MEM 398.656250 1701179349.2589
MEM 398.656250 1701179349.3676
MEM 399.171875 1701179349.4757
MEM 399.171875 1701179349.5811
MEM 398.406250 1701179349.6897
MEM 398.406250 1701179349.7944
MEM 398.531250 1701179349.8985
MEM 398.531250 1701179350.0047
MEM 398.390625 1701179350.1129
MEM 398.515625 1701179350.2210
MEM 398.515625 1701179350.3291
MEM 401.734375 1701179350.4326
MEM 401.718750 1701179350.5407
MEM 401.718750 1701179350.6489
MEM 401.718750 1701179350.7570
MEM 401.828125 1701179350.8650
MEM 401.828125 1701179350.9731
MEM 401.890625 1701179351.0811
MEM 401.890625 1701179351.1864
MEM 401.890625 1701179351.2945
MEM 401.890625 1701179351.4025
MEM 401.890625 1701179351.5107
MEM 401.421875 1701179351.6187
MEM 401.421875 1701179351.7267
MEM 401.484375 1701179351.8307
MEM 401.484375 1701179351.9389
MEM 401.484375 1701179352.0468
MEM 401.640625 1701179352.1549
MEM 401.640625 1701179352.2630
MEM 401.640625 1701179352.3711
MEM 401.859375 1701179352.4802
MEM 401.859375 1701179352.5839
MEM 401.859375 1701179352.6921
MEM 401.859375 1701179352.8001
MEM 401.859375 1701179352.9082
MEM 401.859375 1701179353.0164
MEM 401.906250 1701179353.1245
MEM 401.906250 1701179353.2302
MEM 401.906250 1701179353.3353
MEM 401.906250 1701179353.4435
MEM 402.046875 1701179353.5514
MEM 402.046875 1701179353.6597
MEM 402.046875 1701179353.7677
MEM 408.734375 1701179353.8761
MEM 408.703125 1701179353.9844
MEM 408.703125 1701179354.0924
MEM 408.703125 1701179354.2005
MEM 407.703125 1701179354.3085
MEM 407.703125 1701179354.4167
MEM 407.703125 1701179354.5248
MEM 407.703125 1701179354.6329
MEM 407.703125 1701179354.7383
MEM 407.703125 1701179354.8432
MEM 407.703125 1701179354.9503
MEM 407.703125 1701179355.0582
MEM 407.703125 1701179355.1664
MEM 407.703125 1701179355.2715
MEM 407.703125 1701179355.3795
MEM 407.703125 1701179355.4875
MEM 407.703125 1701179355.5955
MEM 407.531250 1701179355.7035
MEM 407.703125 1701179355.8114
MEM 407.703125 1701179355.9194
MEM 407.703125 1701179356.0274
MEM 407.703125 1701179356.1355
MEM 407.703125 1701179356.2435
MEM 407.703125 1701179356.3514
MEM 408.875000 1701179356.4593
MEM 408.890625 1701179356.5672
MEM 408.890625 1701179356.6761
MEM 408.890625 1701179356.7841
MEM 406.890625 1701179356.8921
MEM 406.890625 1701179357.0000
MEM 406.890625 1701179357.1079
MEM 406.890625 1701179357.2162
MEM 406.890625 1701179357.3195
MEM 406.890625 1701179357.4274
MEM 406.890625 1701179357.5354
MEM 406.890625 1701179357.6435
MEM 406.890625 1701179357.7514
MEM 410.421875 1701179357.8573
MEM 409.703125 1701179357.9622
MEM 409.703125 1701179358.0701
MEM 409.703125 1701179358.1784
MEM 407.703125 1701179358.2865
MEM 407.703125 1701179358.3945
MEM 407.703125 1701179358.5024
MEM 407.703125 1701179358.6081
MEM 407.703125 1701179358.7159
MEM 407.703125 1701179358.8209
MEM 408.250000 1701179358.9277
MEM 408.328125 1701179359.0362
MEM 408.421875 1701179359.1438
MEM 408.453125 1701179359.2520
MEM 408.468750 1701179359.3602
MEM 408.468750 1701179359.4636
MEM 408.468750 1701179359.5716
MEM 408.484375 1701179359.6795
MEM 408.515625 1701179359.7887
MEM 408.531250 1701179359.8973
MEM 408.546875 1701179360.0055
MEM 408.546875 1701179360.1114
MEM 408.546875 1701179360.2198
MEM 408.546875 1701179360.3278
MEM 408.546875 1701179360.4363
MEM 408.546875 1701179360.5446
MEM 408.546875 1701179360.6528
MEM 408.546875 1701179360.7596
MEM 407.078125 1701179360.8680
MEM 407.078125 1701179360.9727
MEM 407.078125 1701179361.0799
MEM 407.031250 1701179361.1878
MEM 407.031250 1701179361.2957
MEM 407.093750 1701179361.4040
MEM 406.656250 1701179361.5123
MEM 406.656250 1701179361.6154
MEM 396.718750 1701179361.7211
MEM 373.296875 1701179361.8253
MEM 371.187500 1701179361.9303
MEM 374.687500 1701179362.0382
MEM 375.390625 1701179362.1468
MEM 375.875000 1701179362.2552
MEM 375.875000 1701179362.3633
MEM 376.000000 1701179362.4699
MEM 375.984375 1701179362.5811
MEM 376.062500 1701179362.6893
MEM 376.968750 1701179362.7972
MEM 376.953125 1701179362.9031
MEM 376.953125 1701179363.0110
MEM 376.890625 1701179363.1189
MEM 376.859375 1701179363.2245
MEM 376.875000 1701179363.3302
MEM 389.546875 1701179363.4382
MEM 397.328125 1701179363.5462
MEM 397.593750 1701179363.6527
MEM 397.593750 1701179363.7607
MEM 397.593750 1701179363.8688
MEM 397.609375 1701179363.9772
MEM 397.609375 1701179364.0853
MEM 402.984375 1701179364.1933
MEM 402.984375 1701179364.2981
MEM 402.984375 1701179364.4060
MEM 409.468750 1701179364.5139
MEM 409.046875 1701179364.6224
MEM 409.046875 1701179364.7275
MEM 409.046875 1701179364.8355
MEM 407.046875 1701179364.9402
MEM 407.093750 1701179365.0483
MEM 407.140625 1701179365.1575
MEM 407.140625 1701179365.2656
MEM 406.265625 1701179365.3702
MEM 406.265625 1701179365.4782
MEM 406.265625 1701179365.5862
MEM 406.265625 1701179365.6942
MEM 406.265625 1701179365.8021
MEM 410.421875 1701179365.9102
MEM 410.640625 1701179366.0152
MEM 412.046875 1701179366.1232
MEM 412.781250 1701179366.2312
MEM 412.781250 1701179366.3391
MEM 412.781250 1701179366.4471
MEM 412.781250 1701179366.5549
MEM 412.781250 1701179366.6630
MEM 412.781250 1701179366.7701
MEM 412.796875 1701179366.8780
MEM 412.796875 1701179366.9860
MEM 412.796875 1701179367.0939
MEM 412.796875 1701179367.2019
MEM 413.000000 1701179367.3097
MEM 413.000000 1701179367.4176
MEM 413.000000 1701179367.5254
MEM 413.000000 1701179367.6334
MEM 413.109375 1701179367.7402
MEM 413.109375 1701179367.8479
MEM 413.203125 1701179367.9556
MEM 413.203125 1701179368.0604
MEM 413.203125 1701179368.1655
MEM 413.218750 1701179368.2735
MEM 413.218750 1701179368.3781
MEM 413.218750 1701179368.4860
MEM 413.218750 1701179368.5916
MEM 413.218750 1701179368.6955
MEM 413.218750 1701179368.8034
MEM 413.218750 1701179368.9079
MEM 413.234375 1701179369.0159
MEM 413.234375 1701179369.1239
MEM 413.234375 1701179369.2317
MEM 413.234375 1701179369.3398
MEM 411.250000 1701179369.4478
MEM 411.328125 1701179369.5557
MEM 411.328125 1701179369.6612
MEM 411.328125 1701179369.7691
MEM 411.328125 1701179369.8771
MEM 411.656250 1701179369.9844
MEM 411.656250 1701179370.0925
MEM 411.656250 1701179370.2004
MEM 411.656250 1701179370.3087
MEM 411.843750 1701179370.4167
MEM 411.843750 1701179370.5247
MEM 411.843750 1701179370.6326
MEM 411.843750 1701179370.7407
MEM 411.843750 1701179370.8487
MEM 411.843750 1701179370.9562
MEM 411.859375 1701179371.0643
MEM 411.859375 1701179371.1724
MEM 411.859375 1701179371.2804
MEM 411.921875 1701179371.3885
MEM 411.921875 1701179371.4966
MEM 411.921875 1701179371.6046
MEM 411.921875 1701179371.7129
MEM 411.921875 1701179371.8209
MEM 411.921875 1701179371.9290
MEM 411.921875 1701179372.0368
MEM 411.921875 1701179372.1451
MEM 411.921875 1701179372.2531
MEM 411.937500 1701179372.3611
MEM 411.937500 1701179372.4690
MEM 411.937500 1701179372.5770
MEM 411.937500 1701179372.6848
MEM 411.937500 1701179372.7929
MEM 411.937500 1701179372.9008
MEM 411.937500 1701179373.0088
MEM 411.937500 1701179373.1170
MEM 411.937500 1701179373.2245
MEM 412.000000 1701179373.3274
MEM 412.000000 1701179373.4327
MEM 412.000000 1701179373.5407
MEM 412.000000 1701179373.6486
MEM 412.000000 1701179373.7571
MEM 412.000000 1701179373.8651
MEM 412.000000 1701179373.9732
MEM 412.000000 1701179374.0811
MEM 412.000000 1701179374.1894
MEM 412.015625 1701179374.2982
MEM 412.015625 1701179374.4061
MEM 412.015625 1701179374.5142
MEM 412.015625 1701179374.6221
MEM 412.015625 1701179374.7300
MEM 412.015625 1701179374.8380
MEM 412.015625 1701179374.9462
MEM 412.015625 1701179375.0540
MEM 412.015625 1701179375.1620
MEM 412.015625 1701179375.2693
MEM 412.015625 1701179375.3772
MEM 412.015625 1701179375.4851
MEM 412.015625 1701179375.5932
MEM 412.015625 1701179375.7015
MEM 412.015625 1701179375.8095
MEM 412.015625 1701179375.9174
MEM 412.015625 1701179376.0253
MEM 411.187500 1701179376.1309
MEM 411.171875 1701179376.2355
MEM 411.171875 1701179376.3433
MEM 411.187500 1701179376.4474
MEM 403.328125 1701179376.5547
MEM 403.328125 1701179376.6628
MEM 403.312500 1701179376.7708
MEM 403.312500 1701179376.8741
MEM 403.312500 1701179376.9821
MEM 403.312500 1701179377.0900
MEM 403.312500 1701179377.1980
MEM 402.046875 1701179377.3060
MEM 402.078125 1701179377.4133
MEM 402.578125 1701179377.5213
MEM 402.578125 1701179377.6293
MEM 402.578125 1701179377.7372
MEM 402.781250 1701179377.8451
MEM 402.781250 1701179377.9530
MEM 402.781250 1701179378.0609
MEM 402.937500 1701179378.1688
MEM 402.937500 1701179378.2771
MEM 402.937500 1701179378.3853
MEM 402.937500 1701179378.4933
MEM 402.937500 1701179378.6018
MEM 402.937500 1701179378.7097
MEM 403.140625 1701179378.8179
MEM 403.140625 1701179378.9260
MEM 403.140625 1701179379.0342
MEM 403.140625 1701179379.1421
MEM 403.140625 1701179379.2499
MEM 403.140625 1701179379.3530
MEM 403.140625 1701179379.4610
MEM 403.140625 1701179379.5686
MEM 403.140625 1701179379.6740
MEM 403.140625 1701179379.7817
MEM 403.140625 1701179379.8849
MEM 403.140625 1701179379.9927
MEM 403.140625 1701179380.1007
MEM 403.140625 1701179380.2087
MEM 403.140625 1701179380.3147
MEM 403.140625 1701179380.4228
MEM 403.140625 1701179380.5275
MEM 403.140625 1701179380.6356
MEM 403.140625 1701179380.7400
